McCC,CLOC,PDA,PUA,LLOC,LOC,ID.1,LongName.1,Parent.1,McCC.1,CLOC.1,LLOC.1,Number of previous fixes,Number of developer commits,Number of committers,Number of previous modifications,target
1,0,1,2,19,47,1622,278,457,1.0,0.0,19.0,1.0,1466.0,2.0,2.0,0
1,0,3,5,41,76,1623,279,457,1.0,0.0,41.0,1.0,1466.0,2.0,2.0,1
1,0,3,1,22,53,1624,280,457,1.0,0.0,22.0,1.0,1466.0,2.0,2.0,1
13,0,4,8,119,166,1625,281,457,13.0,0.0,119.0,1.0,244.0,4.0,6.0,1
1,0,1,2,19,47,1626,282,457,1.0,0.0,19.0,1.0,1466.0,2.0,2.0,0
1,0,1,1,9,35,1627,283,457,1.0,0.0,9.0,1.0,1466.0,2.0,2.0,0
1,0,1,1,14,40,1628,284,457,1.0,0.0,14.0,1.0,1466.0,2.0,2.0,0
5,0,1,4,51,83,1629,285,457,5.0,0.0,51.0,1.0,1466.0,2.0,3.0,0
30,0,1,1,189,243,1630,286,457,30.0,0.0,189.0,1.0,244.0,4.0,6.0,1
1,0,1,1,38,67,1631,287,457,1.0,0.0,38.0,2.0,1466.0,4.0,7.0,1
1,0,0,0,1,23,1615,288,455,1.0,0.0,1.0,1.0,1466.0,2.0,3.0,0
1,0,1,2,18,46,1633,289,458,1.0,0.0,18.0,1.0,1466.0,3.0,3.0,0
1,0,1,6,30,66,1634,290,458,1.0,0.0,30.0,1.0,1466.0,2.0,2.0,0
16,0,13,6,167,276,1635,291,458,16.0,0.0,167.0,1.0,1466.0,7.0,14.0,0
1,0,8,2,49,111,1636,292,458,1.0,0.0,49.0,1.0,1466.0,7.0,10.0,0
1,0,1,2,22,53,1637,293,458,1.0,0.0,22.0,1.0,1466.0,4.0,7.0,0
1,0,1,1,67,105,1638,294,458,1.0,0.0,67.0,1.0,1466.0,6.0,13.0,1
1,0,0,0,1,23,1632,295,458,1.0,0.0,1.0,1.0,1466.0,2.0,3.0,0
1,0,1,2,18,46,1639,296,459,1.0,0.0,18.0,1.0,1466.0,3.0,3.0,0
1,0,1,0,6,32,1640,297,459,1.0,0.0,6.0,1.0,1466.0,2.0,4.0,0
3,0,5,3,53,115,1641,298,459,3.0,0.0,53.0,1.0,1466.0,6.0,14.0,0
1,0,3,2,26,68,1642,299,459,1.0,0.0,26.0,1.0,1466.0,6.0,10.0,0
1,0,1,2,22,52,1643,300,459,1.0,0.0,22.0,1.0,1466.0,4.0,7.0,0
1,0,1,1,71,109,1644,301,459,1.0,0.0,71.0,1.0,762.0,6.0,17.0,1
1,0,1,2,18,46,1645,302,460,1.0,0.0,18.0,1.0,1466.0,3.0,3.0,0
1,0,10,4,64,149,1646,303,460,1.0,0.0,64.0,1.0,762.0,4.0,9.0,0
1,0,5,1,30,82,1647,304,460,1.0,0.0,30.0,1.0,1466.0,5.0,8.0,0
1,0,1,2,22,54,1648,305,460,1.0,0.0,22.0,1.0,1466.0,2.0,3.0,0
1,0,0,0,48,83,1650,306,460,1.0,0.0,48.0,1.0,762.0,4.0,8.0,0
1,0,0,0,20,49,1651,307,460,1.0,0.0,20.0,1.0,1466.0,2.0,3.0,0
5,0,1,1,98,142,1652,308,460,5.0,0.0,98.0,1.0,1466.0,4.0,13.0,1
1,0,0,0,1,23,1649,309,460,1.0,0.0,1.0,1.0,1466.0,2.0,3.0,0
1,0,0,0,1,23,1540,310,441,1.0,0.0,1.0,1.0,1466.0,2.0,3.0,0
1,0,1,2,18,46,1654,311,461,1.0,0.0,18.0,1.0,1466.0,3.0,3.0,0
1,0,2,4,28,71,1655,312,461,1.0,0.0,28.0,1.0,1466.0,4.0,9.0,0
1,0,2,1,18,52,1656,313,461,1.0,0.0,18.0,1.0,1466.0,5.0,9.0,0
1,0,1,2,22,55,1657,314,461,1.0,0.0,22.0,1.0,1466.0,2.0,3.0,0
1,0,0,0,27,59,1658,315,461,1.0,0.0,27.0,1.0,1466.0,3.0,7.0,0
1,0,0,0,20,49,1659,316,461,1.0,0.0,20.0,1.0,1466.0,2.0,3.0,0
5,0,1,1,94,138,1660,317,461,5.0,0.0,94.0,1.0,1466.0,5.0,20.0,1
1,0,0,0,1,23,1653,318,461,1.0,0.0,1.0,1.0,1466.0,2.0,3.0,0
4,0,1,3,36,69,1661,319,462,4.0,0.0,36.0,1.0,1466.0,3.0,4.0,0
1,0,0,5,25,54,1662,320,462,1.0,0.0,25.0,1.0,1466.0,3.0,4.0,0
16,0,0,5,140,184,1663,321,462,16.0,0.0,140.0,1.0,1466.0,4.0,9.0,0
1,0,1,2,18,46,1664,322,462,1.0,0.0,18.0,1.0,1466.0,3.0,3.0,0
1,0,0,3,13,36,1665,323,462,1.0,0.0,13.0,1.0,1466.0,3.0,5.0,0
1,0,1,1,14,41,1666,324,462,1.0,0.0,14.0,1.0,1466.0,4.0,5.0,0
8,0,0,10,79,114,1667,325,462,8.0,0.0,79.0,1.0,1466.0,3.0,5.0,0
5,0,1,4,114,163,1668,326,462,5.0,0.0,114.0,1.0,1466.0,4.0,12.0,1
1,0,1,3,19,47,1669,327,463,1.0,0.0,19.0,0.0,762.0,1.0,1.0,0
2,0,1,9,60,95,1670,328,463,2.0,0.0,60.0,0.0,1466.0,5.0,5.0,0
1,0,2,4,32,67,1671,329,463,1.0,0.0,32.0,0.0,474.0,4.0,4.0,0
4,0,1,5,47,79,1672,330,463,4.0,0.0,47.0,0.0,762.0,1.0,1.0,0
6,0,1,1,65,99,1673,331,463,6.0,0.0,65.0,0.0,474.0,4.0,4.0,1
1,0,1,1,62,98,1674,332,464,1.0,0.0,62.0,0.0,762.0,1.0,1.0,1
1,0,1,2,18,46,1675,333,464,1.0,0.0,18.0,0.0,762.0,1.0,1.0,0
1,0,3,1,15,51,1676,334,464,1.0,0.0,15.0,0.0,762.0,1.0,1.0,0
3,0,8,5,96,160,1677,335,464,3.0,0.0,96.0,0.0,762.0,1.0,2.0,0
1,0,7,1,41,95,1678,336,464,1.0,0.0,41.0,0.0,762.0,1.0,1.0,0
1,0,1,2,22,52,1679,337,464,1.0,0.0,22.0,0.0,474.0,2.0,2.0,0
113,0,2,23,568,639,1680,338,465,113.0,0.0,568.0,0.0,762.0,5.0,13.0,0
8,0,8,14,156,240,1681,339,465,8.0,0.0,156.0,0.0,762.0,5.0,11.0,0
8,0,1,10,78,119,1682,340,465,8.0,0.0,78.0,0.0,244.0,3.0,4.0,0
10,0,1,7,70,107,1683,341,465,10.0,0.0,70.0,0.0,811.0,2.0,3.0,0
1,0,1,2,18,46,1684,342,465,1.0,0.0,18.0,0.0,4735.0,2.0,3.0,0
1,0,6,39,167,262,1685,343,465,1.0,0.0,167.0,0.0,244.0,6.0,18.0,0
1,0,4,20,102,167,1686,344,465,1.0,0.0,102.0,0.0,244.0,5.0,16.0,0
25,0,1,11,172,229,1687,345,465,25.0,0.0,172.0,0.0,244.0,4.0,7.0,0
1,0,2,6,63,105,1688,346,465,1.0,0.0,63.0,0.0,479.0,3.0,4.0,0
21,0,1,4,173,227,1689,347,465,21.0,0.0,173.0,1.0,1466.0,7.0,22.0,1
1,0,4,0,15,52,1690,348,466,1.0,0.0,15.0,1.0,811.0,3.0,5.0,0
9,0,2,12,84,134,1691,349,466,9.0,0.0,84.0,0.0,1466.0,3.0,4.0,0
7,0,1,9,64,105,1692,350,466,7.0,0.0,64.0,0.0,1466.0,3.0,4.0,0
21,0,4,8,118,170,1693,351,466,21.0,0.0,118.0,0.0,811.0,2.0,3.0,0
22,0,5,6,123,179,1694,352,466,22.0,0.0,123.0,0.0,811.0,2.0,3.0,0
1,0,1,2,18,46,1695,353,466,1.0,0.0,18.0,0.0,11.0,2.0,2.0,0
1,0,3,6,42,84,1696,354,466,1.0,0.0,42.0,0.0,811.0,2.0,5.0,0
1,0,3,1,22,57,1697,355,466,1.0,0.0,22.0,0.0,811.0,4.0,6.0,0
26,0,1,8,258,323,1698,356,466,26.0,0.0,258.0,0.0,474.0,3.0,6.0,0
9,0,2,12,84,134,1699,357,466,9.0,0.0,84.0,0.0,1466.0,3.0,4.0,0
17,0,12,4,186,283,1700,358,466,17.0,0.0,186.0,1.0,811.0,3.0,5.0,0
27,0,1,4,235,295,1701,359,466,27.0,0.0,235.0,1.0,1466.0,4.0,13.0,0
1,0,1,2,18,46,1702,360,467,1.0,0.0,18.0,0.0,11.0,2.0,2.0,0
2,0,2,3,36,75,1703,361,467,2.0,0.0,36.0,0.0,762.0,6.0,10.0,0
1,0,1,2,17,44,1704,362,467,1.0,0.0,17.0,0.0,1466.0,5.0,8.0,0
1,0,1,2,22,51,1705,363,467,1.0,0.0,22.0,0.0,1466.0,4.0,6.0,0
1,0,1,1,56,90,1706,364,467,1.0,0.0,56.0,0.0,1466.0,4.0,12.0,1
1,0,1,2,18,46,1707,365,468,1.0,0.0,18.0,0.0,244.0,1.0,1.0,0
5,0,3,5,50,90,1708,366,468,5.0,0.0,50.0,0.0,762.0,6.0,10.0,0
1,0,1,2,17,44,1709,367,468,1.0,0.0,17.0,0.0,474.0,3.0,4.0,0
3,0,1,3,36,67,1710,368,468,3.0,0.0,36.0,0.0,244.0,1.0,1.0,0
7,0,1,1,58,93,1711,369,468,7.0,0.0,58.0,0.0,474.0,5.0,6.0,1
1,0,1,2,18,46,1712,370,469,1.0,0.0,18.0,0.0,11.0,2.0,2.0,0
26,0,19,10,249,381,1713,371,469,26.0,0.0,249.0,0.0,762.0,8.0,17.0,0
1,0,18,2,89,195,1714,372,469,1.0,0.0,89.0,0.0,1466.0,5.0,9.0,0
1,0,1,2,22,51,1715,373,469,1.0,0.0,22.0,0.0,1466.0,4.0,6.0,0
2,0,1,1,68,104,1716,374,469,2.0,0.0,68.0,0.0,1466.0,5.0,14.0,1
1,0,1,8,50,90,1718,375,470,1.0,0.0,50.0,0.0,811.0,3.0,3.0,0
8,0,0,0,81,123,1719,376,470,8.0,0.0,81.0,1.0,762.0,7.0,13.0,0
1,0,0,0,41,80,1720,377,470,1.0,0.0,41.0,0.0,811.0,6.0,7.0,0
12,0,1,1,161,208,1721,378,470,12.0,0.0,161.0,2.0,1466.0,9.0,25.0,1
1,0,1,2,18,46,1722,379,470,1.0,0.0,18.0,0.0,11.0,2.0,2.0,0
7,0,11,6,130,226,1723,380,470,7.0,0.0,130.0,1.0,1466.0,9.0,18.0,0
3,0,7,1,51,115,1724,381,470,3.0,0.0,51.0,0.0,762.0,5.0,9.0,0
6,0,3,2,54,99,1725,382,470,6.0,0.0,54.0,0.0,811.0,5.0,5.0,0
1,0,0,0,1,23,1717,383,470,1.0,0.0,1.0,0.0,11.0,3.0,3.0,0
1,0,1,2,18,46,1726,384,471,1.0,0.0,18.0,0.0,4735.0,1.0,1.0,0
6,0,5,5,86,143,1727,385,471,6.0,0.0,86.0,0.0,474.0,7.0,13.0,0
1,0,3,2,27,66,1728,386,471,1.0,0.0,27.0,0.0,31.0,6.0,9.0,0
1,0,1,2,23,52,1729,387,471,1.0,0.0,23.0,0.0,1466.0,4.0,8.0,0
19,0,1,1,145,195,1730,388,471,19.0,0.0,145.0,1.0,31.0,8.0,15.0,1
1,0,1,2,19,47,1731,389,472,1.0,0.0,19.0,0.0,762.0,1.0,1.0,0
1,0,1,5,31,63,1732,390,472,1.0,0.0,31.0,0.0,762.0,1.0,1.0,0
1,0,1,3,23,51,1733,391,472,1.0,0.0,23.0,0.0,762.0,1.0,1.0,0
5,0,1,4,57,89,1734,392,472,5.0,0.0,57.0,0.0,762.0,1.0,2.0,0
1,0,1,1,38,67,1735,393,472,1.0,0.0,38.0,0.0,1466.0,3.0,4.0,1
1,0,1,2,18,46,1736,394,473,1.0,0.0,18.0,0.0,4735.0,1.0,1.0,0
5,0,5,3,71,124,1737,395,473,5.0,0.0,71.0,1.0,762.0,6.0,9.0,0
1,0,4,2,31,71,1738,396,473,1.0,0.0,31.0,0.0,474.0,3.0,6.0,0
1,0,1,2,23,52,1739,397,473,1.0,0.0,23.0,0.0,474.0,4.0,7.0,0
12,0,1,1,147,198,1740,398,473,12.0,0.0,147.0,0.0,1466.0,5.0,12.0,1
1,0,0,0,1,23,542,399,136,1.0,0.0,1.0,0.0,4735.0,1.0,2.0,0
1,0,1,3,27,56,1742,400,475,1.0,0.0,27.0,0.0,4735.0,2.0,4.0,0
7,0,1,6,55,91,1743,401,475,7.0,0.0,55.0,0.0,762.0,3.0,5.0,0
27,0,17,7,194,303,1744,402,475,27.0,0.0,194.0,1.0,244.0,5.0,8.0,0
18,0,17,4,210,341,1745,403,475,18.0,0.0,210.0,1.0,1466.0,2.0,8.0,1
65,0,19,13,371,520,1746,404,475,65.0,0.0,371.0,4.0,762.0,7.0,23.0,1
1,0,15,1,79,168,1747,405,475,1.0,0.0,79.0,0.0,4735.0,3.0,5.0,0
7,0,5,5,70,121,1748,406,475,7.0,0.0,70.0,0.0,811.0,2.0,4.0,0
7,0,2,2,65,105,1749,407,475,7.0,0.0,65.0,0.0,762.0,3.0,6.0,0
3,0,1,4,40,73,1750,408,475,3.0,0.0,40.0,0.0,811.0,2.0,4.0,0
48,0,1,1,275,334,1751,409,475,48.0,0.0,275.0,3.0,244.0,7.0,19.0,1
81,0,1,1,498,609,1752,410,475,81.0,0.0,498.0,4.0,230.0,7.0,35.0,1
1,0,1,2,18,46,1754,411,477,1.0,0.0,18.0,0.0,11.0,2.0,2.0,0
4,0,13,8,147,259,1755,412,477,4.0,0.0,147.0,1.0,1466.0,8.0,18.0,0
3,0,10,1,63,135,1756,413,477,3.0,0.0,63.0,0.0,762.0,5.0,10.0,0
8,0,2,3,49,87,1757,414,477,8.0,0.0,49.0,1.0,479.0,3.0,4.0,0
8,0,0,0,81,126,1759,415,477,8.0,0.0,81.0,1.0,762.0,6.0,14.0,0
1,0,0,0,27,62,1760,416,477,1.0,0.0,27.0,0.0,811.0,2.0,3.0,0
9,0,1,1,153,202,1761,417,477,9.0,0.0,153.0,2.0,1466.0,8.0,24.0,1
1,0,0,0,1,23,1758,418,477,1.0,0.0,1.0,0.0,11.0,2.0,2.0,0
1,0,1,2,18,46,1762,419,478,1.0,0.0,18.0,0.0,11.0,2.0,2.0,0
6,0,12,10,124,225,1763,420,478,6.0,0.0,124.0,1.0,244.0,4.0,10.0,1
1,0,10,2,57,126,1764,421,478,1.0,0.0,57.0,0.0,811.0,3.0,7.0,0
1,0,6,4,54,109,1765,422,478,1.0,0.0,54.0,0.0,230.0,3.0,7.0,0
13,0,1,1,169,225,1767,423,478,13.0,0.0,169.0,2.0,230.0,5.0,15.0,0
1,0,1,7,52,87,1768,424,479,1.0,0.0,52.0,0.0,811.0,2.0,5.0,0
3,0,5,3,57,105,1769,425,479,3.0,0.0,57.0,0.0,811.0,2.0,4.0,0
3,0,1,9,75,114,1770,426,479,3.0,0.0,75.0,0.0,811.0,3.0,7.0,0
1,0,1,6,33,65,1771,427,479,1.0,0.0,33.0,0.0,230.0,3.0,5.0,0
3,0,1,1,63,98,1772,428,479,3.0,0.0,63.0,0.0,811.0,3.0,6.0,0
7,0,1,1,98,143,1773,429,479,7.0,0.0,98.0,0.0,230.0,5.0,11.0,0
1,0,0,0,1,23,1766,430,478,1.0,0.0,1.0,0.0,4735.0,1.0,2.0,0
1,0,1,2,18,46,1774,431,480,1.0,0.0,18.0,0.0,11.0,2.0,2.0,0
5,0,11,7,125,221,1775,432,480,5.0,0.0,125.0,0.0,1466.0,6.0,14.0,0
3,0,14,2,87,175,1776,433,480,3.0,0.0,87.0,0.0,762.0,4.0,7.0,0
9,0,3,4,61,104,1777,434,480,9.0,0.0,61.0,0.0,762.0,3.0,6.0,0
13,0,1,4,106,144,1778,435,480,13.0,0.0,106.0,0.0,762.0,4.0,12.0,0
5,0,5,3,64,112,1779,436,480,5.0,0.0,64.0,0.0,762.0,3.0,5.0,0
11,0,1,8,113,153,1781,437,480,11.0,0.0,113.0,0.0,762.0,4.0,12.0,0
1,0,1,2,15,42,1782,438,480,1.0,0.0,15.0,0.0,4735.0,1.0,3.0,0
3,0,1,1,72,108,1783,439,480,3.0,0.0,72.0,0.0,762.0,5.0,10.0,0
3,0,1,1,67,102,1784,440,480,3.0,0.0,67.0,0.0,762.0,4.0,9.0,0
3,0,1,1,122,163,1785,441,480,3.0,0.0,122.0,0.0,1466.0,6.0,14.0,1
1,0,0,0,1,23,1780,442,480,1.0,0.0,1.0,0.0,4735.0,1.0,2.0,0
1,0,1,2,16,45,1786,443,481,1.0,0.0,16.0,0.0,762.0,1.0,1.0,0
8,0,3,21,159,224,1787,444,481,8.0,0.0,159.0,1.0,762.0,5.0,10.0,0
7,0,14,1,99,195,1788,445,481,7.0,0.0,99.0,0.0,762.0,4.0,8.0,0
6,0,1,10,69,108,1789,446,481,6.0,0.0,69.0,0.0,811.0,3.0,4.0,0
9,0,1,1,124,173,1791,447,481,9.0,0.0,124.0,2.0,36.0,9.0,21.0,1
1,0,0,0,1,24,1790,448,481,1.0,0.0,1.0,0.0,762.0,1.0,1.0,0
1,0,1,2,18,46,1792,449,482,1.0,0.0,18.0,0.0,11.0,2.0,2.0,0
14,0,14,14,181,307,1793,450,482,14.0,0.0,181.0,0.0,244.0,6.0,12.0,1
5,0,13,3,88,187,1794,451,482,5.0,0.0,88.0,0.0,479.0,5.0,9.0,1
1,0,12,7,82,166,1795,452,482,1.0,0.0,82.0,0.0,1466.0,3.0,8.0,0
1,0,1,2,18,46,1796,453,482,1.0,0.0,18.0,0.0,11.0,2.0,2.0,0
6,0,7,4,66,122,1797,454,482,6.0,0.0,66.0,0.0,811.0,2.0,3.0,0
69,0,5,31,351,445,1798,455,482,69.0,0.0,351.0,2.0,1466.0,8.0,20.0,1
3,0,3,6,47,91,1799,456,482,3.0,0.0,47.0,0.0,811.0,3.0,5.0,1
5,0,5,11,116,173,1800,457,482,5.0,0.0,116.0,0.0,811.0,2.0,4.0,0
14,0,1,10,149,197,1801,458,482,14.0,0.0,149.0,0.0,762.0,4.0,9.0,1
7,0,0,5,71,99,1802,459,482,7.0,0.0,71.0,0.0,762.0,2.0,4.0,0
6,0,1,1,81,124,1804,460,482,6.0,0.0,81.0,0.0,1466.0,6.0,17.0,1
14,0,0,2,123,169,1805,461,482,14.0,0.0,123.0,1.0,762.0,7.0,15.0,1
8,0,0,2,99,142,1806,462,482,8.0,0.0,99.0,0.0,1466.0,6.0,18.0,1
1,0,0,0,1,23,1803,463,482,1.0,0.0,1.0,0.0,4735.0,1.0,2.0,0
1,0,1,2,18,46,1807,464,483,1.0,0.0,18.0,0.0,11.0,2.0,2.0,0
40,0,34,20,397,651,1808,465,483,40.0,0.0,397.0,3.0,244.0,8.0,26.0,1
1,0,31,2,145,317,1809,466,483,1.0,0.0,145.0,0.0,1466.0,5.0,10.0,0
1,0,6,4,54,109,1810,467,483,1.0,0.0,54.0,0.0,4735.0,4.0,8.0,0
21,0,1,1,240,311,1812,468,483,21.0,0.0,240.0,3.0,4735.0,7.0,26.0,0
1,0,0,0,1,23,1811,469,483,1.0,0.0,1.0,0.0,4735.0,1.0,2.0,0
1,0,1,2,19,47,1813,470,484,1.0,0.0,19.0,0.0,11.0,2.0,2.0,0
28,0,47,9,390,665,1814,471,484,28.0,0.0,390.0,3.0,762.0,7.0,18.0,0
1,0,24,2,116,253,1815,472,484,1.0,0.0,116.0,1.0,34.0,6.0,9.0,0
35,0,1,1,292,364,1817,473,484,35.0,0.0,292.0,6.0,34.0,9.0,26.0,1
1,0,0,0,1,23,1816,474,484,1.0,0.0,1.0,0.0,4735.0,1.0,2.0,0
1,0,1,2,18,46,1818,475,485,1.0,0.0,18.0,0.0,1466.0,2.0,2.0,0
92,0,1,14,317,383,1819,476,485,92.0,0.0,317.0,0.0,1466.0,2.0,8.0,1
1,0,4,1,27,66,1820,477,485,1.0,0.0,27.0,0.0,1466.0,2.0,3.0,0
7,0,1,19,115,163,1821,478,485,7.0,0.0,115.0,0.0,1466.0,2.0,4.0,0
1,0,1,2,18,46,1822,479,485,1.0,0.0,18.0,0.0,11.0,2.0,2.0,0
10,0,2,25,174,237,1823,480,485,10.0,0.0,174.0,0.0,1466.0,5.0,21.0,0
4,0,18,11,147,261,1824,481,485,4.0,0.0,147.0,0.0,1466.0,5.0,21.0,0
20,0,7,16,219,295,1825,482,485,20.0,0.0,219.0,1.0,762.0,4.0,16.0,0
1,0,1,10,72,113,1826,483,485,1.0,0.0,72.0,0.0,1466.0,2.0,6.0,1
12,0,1,16,140,184,1827,484,485,12.0,0.0,140.0,0.0,1466.0,2.0,12.0,0
21,0,11,15,210,296,1828,485,485,21.0,0.0,210.0,0.0,762.0,2.0,11.0,0
35,0,1,1,292,364,1829,486,485,35.0,0.0,292.0,0.0,762.0,1.0,13.0,0
12,0,1,2,155,203,1830,487,485,12.0,0.0,155.0,1.0,762.0,5.0,30.0,1
10,0,1,24,215,283,1831,488,485,10.0,0.0,215.0,0.0,1466.0,3.0,6.0,0
1,0,1,2,18,46,1833,489,487,1.0,0.0,18.0,0.0,762.0,1.0,1.0,0
5,0,1,6,47,81,1834,490,487,5.0,0.0,47.0,0.0,1.0,2.0,3.0,0
1,0,1,3,23,52,1835,491,487,1.0,0.0,23.0,0.0,762.0,1.0,1.0,0
1,0,1,4,26,57,1836,492,487,1.0,0.0,26.0,0.0,762.0,1.0,1.0,1
1,0,1,2,18,46,1837,493,487,1.0,0.0,18.0,0.0,4735.0,1.0,1.0,0
53,0,3,9,213,277,1838,494,487,53.0,0.0,213.0,0.0,1466.0,4.0,19.0,1
5,0,4,1,33,82,1839,495,487,5.0,0.0,33.0,0.0,762.0,3.0,6.0,1
8,0,6,10,122,183,1840,496,487,8.0,0.0,122.0,1.0,1466.0,4.0,6.0,0
1,0,1,2,9,38,1842,497,487,1.0,0.0,9.0,0.0,4735.0,1.0,2.0,0
1,0,1,2,18,46,1843,498,487,1.0,0.0,18.0,0.0,11.0,2.0,2.0,0
11,0,1,3,40,82,1844,499,487,11.0,0.0,40.0,0.0,1466.0,2.0,3.0,0
9,0,1,5,53,87,1845,500,487,9.0,0.0,53.0,1.0,1466.0,2.0,4.0,0
15,0,37,11,275,502,1846,501,487,15.0,0.0,275.0,0.0,1466.0,5.0,17.0,1
4,0,100,6,469,1037,1847,502,487,4.0,0.0,469.0,0.0,36.0,12.0,28.0,1
16,0,11,10,182,275,1848,503,487,16.0,0.0,182.0,0.0,89.0,5.0,10.0,1
1,0,1,2,18,46,1849,504,487,1.0,0.0,18.0,0.0,11.0,2.0,2.0,0
4,0,8,6,76,140,1850,505,487,4.0,0.0,76.0,0.0,811.0,3.0,8.0,0
1,0,7,2,43,95,1851,506,487,1.0,0.0,43.0,0.0,811.0,3.0,6.0,0
14,0,4,0,55,128,1852,507,487,14.0,0.0,55.0,0.0,1466.0,2.0,3.0,0
11,0,5,10,103,160,1853,508,487,11.0,0.0,103.0,2.0,1466.0,2.0,8.0,0
14,0,1,1,146,194,1854,509,487,14.0,0.0,146.0,0.0,1466.0,2.0,4.0,1
6,0,1,1,87,126,1855,510,487,6.0,0.0,87.0,0.0,4735.0,3.0,5.0,0
16,0,1,1,111,162,1856,511,487,16.0,0.0,111.0,0.0,762.0,5.0,11.0,1
7,0,1,1,81,119,1857,512,487,7.0,0.0,81.0,0.0,1466.0,4.0,10.0,0
1,0,0,0,1,23,1841,513,487,1.0,0.0,1.0,0.0,4735.0,1.0,2.0,0
1,0,1,5,30,68,1859,514,489,1.0,0.0,30.0,0.0,811.0,2.0,3.0,0
2,0,1,1,51,85,1860,515,489,2.0,0.0,51.0,0.0,4735.0,2.0,7.0,0
17,0,1,1,151,192,1861,516,489,17.0,0.0,151.0,2.0,4735.0,3.0,13.0,0
32,0,1,1,252,301,1862,517,489,32.0,0.0,252.0,2.0,762.0,5.0,15.0,0
14,0,1,5,100,135,1863,518,489,14.0,0.0,100.0,1.0,1466.0,3.0,10.0,1
4,0,1,1,63,98,1864,519,489,4.0,0.0,63.0,0.0,4735.0,2.0,6.0,0
18,0,1,1,159,202,1865,520,489,18.0,0.0,159.0,2.0,762.0,4.0,15.0,1
2,0,0,2,52,82,1866,521,489,2.0,0.0,52.0,0.0,4735.0,2.0,7.0,0
29,0,1,2,199,255,1867,522,489,29.0,0.0,199.0,1.0,4735.0,4.0,11.0,1
30,0,1,2,225,286,1868,523,489,30.0,0.0,225.0,1.0,762.0,5.0,14.0,1
35,0,1,2,224,284,1869,524,489,35.0,0.0,224.0,1.0,89.0,5.0,13.0,0
56,0,1,1,328,425,1870,525,489,56.0,0.0,328.0,6.0,762.0,6.0,34.0,1
1,0,0,0,28,60,1872,526,490,1.0,0.0,28.0,0.0,22.0,1.0,1.0,0
1,0,0,0,29,61,1873,527,490,1.0,0.0,29.0,0.0,22.0,1.0,1.0,0
1,0,1,2,19,47,1874,528,490,1.0,0.0,19.0,0.0,22.0,1.0,1.0,0
3,0,6,8,94,169,1875,529,490,3.0,0.0,94.0,0.0,22.0,1.0,1.0,0
2,0,5,2,49,99,1876,530,490,2.0,0.0,49.0,0.0,1466.0,3.0,3.0,0
2,0,2,3,46,83,1877,531,490,2.0,0.0,46.0,1.0,474.0,2.0,2.0,0
10,0,1,1,131,176,1878,532,490,10.0,0.0,131.0,1.0,1466.0,4.0,9.0,1
1,0,0,0,1,23,1871,533,490,1.0,0.0,1.0,0.0,22.0,1.0,1.0,0
13,0,1,5,101,139,1880,534,492,13.0,0.0,101.0,0.0,1466.0,2.0,4.0,0
8,0,1,8,76,113,1881,535,492,8.0,0.0,76.0,0.0,31.0,3.0,6.0,0
15,0,3,1,68,103,1882,536,492,15.0,0.0,68.0,0.0,4735.0,1.0,1.0,0
5,0,1,10,79,122,1883,537,492,5.0,0.0,79.0,0.0,1466.0,3.0,6.0,0
10,0,3,1,44,86,1884,538,492,10.0,0.0,44.0,0.0,762.0,1.0,1.0,0
16,0,7,4,103,169,1885,539,492,16.0,0.0,103.0,0.0,1466.0,2.0,3.0,1
1,0,1,1,10,36,1886,540,492,1.0,0.0,10.0,0.0,4735.0,1.0,2.0,0
1,0,1,1,11,38,1887,541,492,1.0,0.0,11.0,0.0,4735.0,1.0,2.0,0
5,0,0,5,46,77,1888,542,492,5.0,0.0,46.0,0.0,762.0,1.0,1.0,0
8,0,1,2,85,129,1889,543,492,8.0,0.0,85.0,0.0,1466.0,5.0,9.0,0
6,0,2,1,30,59,1890,544,492,6.0,0.0,30.0,1.0,4735.0,1.0,1.0,0
1,0,4,7,66,120,1891,545,493,1.0,0.0,66.0,0.0,762.0,3.0,8.0,1
1,0,3,2,30,65,1892,546,493,1.0,0.0,30.0,0.0,762.0,3.0,4.0,0
5,0,5,2,60,107,1893,547,493,5.0,0.0,60.0,0.0,22.0,3.0,5.0,0
5,0,1,3,33,77,1894,548,493,5.0,0.0,33.0,0.0,1466.0,2.0,4.0,0
1,0,1,3,15,44,1895,549,493,1.0,0.0,15.0,0.0,1466.0,2.0,3.0,0
1,0,1,5,38,72,1896,550,493,1.0,0.0,38.0,0.0,762.0,3.0,6.0,0
1,0,1,4,33,66,1897,551,493,1.0,0.0,33.0,0.0,811.0,2.0,4.0,0
43,0,1,0,313,417,1898,552,493,43.0,0.0,313.0,2.0,1466.0,5.0,19.0,1
1,0,4,0,32,87,1899,553,494,1.0,0.0,32.0,0.0,762.0,3.0,7.0,0
1,0,3,0,19,53,1900,554,494,1.0,0.0,19.0,0.0,1466.0,2.0,2.0,0
1,0,2,0,22,65,1901,555,494,1.0,0.0,22.0,0.0,474.0,2.0,6.0,0
1,0,3,3,31,70,1902,556,494,1.0,0.0,31.0,0.0,811.0,3.0,8.0,1
1,0,3,0,21,56,1903,557,494,1.0,0.0,21.0,0.0,474.0,3.0,4.0,0
5,0,1,2,32,77,1904,558,494,5.0,0.0,32.0,0.0,474.0,1.0,1.0,0
