McCC,CLOC,PDA,PUA,LLOC,LOC,ID.1,LongName.1,Parent.1,McCC.1,CLOC.1,LLOC.1,Number of developer commits,Number of previous modifications,Number of previous fixes,Number of committers,target
1,0,0,25,30,75,1621,1576,160,1,0,30,15,17,0,7,0
12,0,0,0,85,118,1622,1577,160,12,0,85,15,63,1,9,1
1,0,0,22,26,67,1623,1578,160,1,0,26,15,27,0,8,0
1,0,0,1,39,102,1624,1579,160,1,0,39,2899,40,0,12,0
1,0,0,8,12,40,1625,1580,160,1,0,12,15,20,1,7,0
1,0,0,0,4,24,1626,1581,160,1,0,4,15,8,0,5,0
15,0,0,0,152,193,1627,1582,160,15,0,152,2899,27,7,8,0
1,0,0,19,30,69,1628,1583,160,1,0,30,15,46,0,10,0
39,0,0,18,255,323,1629,1584,160,39,0,255,15,48,9,11,0
75,0,0,22,475,546,1630,1585,160,75,0,475,15,125,11,11,1
1,0,0,3,5,25,1631,1586,160,1,0,5,753,8,0,4,0
1,0,0,0,13,41,1632,1587,160,1,0,13,753,5,0,2,0
1,0,4,0,6,58,1633,1588,160,1,0,6,15,12,0,6,0
15,0,0,0,76,110,1634,1589,160,15,0,76,2899,14,0,6,0
1,0,0,3,8,30,1635,1590,160,1,0,8,753,4,0,2,0
7,0,0,0,77,113,1636,1591,160,7,0,77,15,16,4,7,0
2,0,0,0,25,51,1637,1592,160,2,0,25,753,9,0,3,0
11,0,0,0,155,199,1638,1593,160,11,0,155,15,15,0,6,0
20,0,0,0,149,193,1639,1594,160,20,0,149,15,24,4,7,0
1,0,0,0,1,22,1614,1595,160,1,0,1,2899,1,0,1,0
5,0,2,7,55,89,1648,1596,162,5,0,55,15,20,0,9,0
5,0,2,7,57,91,1649,1597,162,5,0,57,15,11,0,7,0
1,0,0,0,1,22,1650,1598,162,1,0,1,15,6,0,4,0
6,0,0,4,67,99,1651,1599,163,6,0,67,15,22,0,10,0
1,0,0,3,7,27,1653,1600,163,1,0,7,1118,1,0,1,0
44,0,0,6,223,257,1654,1601,163,44,0,223,15,17,0,7,1
1,0,0,0,1,22,1652,1602,163,1,0,1,15,6,0,4,0
5,0,1,2,45,82,1657,1603,165,5,0,45,15,18,2,8,0
1,0,1,15,71,109,1658,1604,165,1,0,71,831,10,0,5,0
2,0,1,13,70,112,1659,1605,165,2,0,70,831,10,0,5,0
28,0,3,11,200,314,1660,1606,165,28,0,200,2053,29,2,5,0
3,0,0,0,23,50,1662,1607,165,3,0,23,15,6,2,5,0
1,0,0,0,1,21,1661,1608,165,1,0,1,831,3,0,3,0
1,0,5,1,11,81,1663,1609,166,1,0,11,791,10,0,3,0
1,0,7,21,44,130,1664,1610,166,1,0,44,288,14,0,5,1
1,0,0,1,4,23,1665,1611,166,1,0,4,831,8,0,4,0
2,0,0,3,18,42,1666,1612,166,2,0,18,831,6,0,5,0
18,0,0,20,135,181,1667,1613,166,18,0,135,831,35,0,8,0
2,0,0,3,28,51,1669,1614,166,2,0,28,831,13,0,5,0
6,0,2,7,55,75,1670,1615,166,6,0,55,791,27,0,7,0
1,0,0,4,21,45,1671,1616,166,1,0,21,831,8,0,5,0
25,0,0,13,195,244,1672,1617,166,25,0,195,791,46,0,9,0
6,0,0,15,92,131,1673,1618,166,6,0,92,831,29,0,7,0
7,0,0,2,28,50,1674,1619,166,7,0,28,288,17,0,8,0
5,0,0,6,62,88,1679,1620,168,5,0,62,791,22,0,6,0
5,0,1,8,58,88,1681,1621,168,5,0,58,791,8,0,5,0
1,0,0,0,1,21,1680,1622,168,1,0,1,831,3,0,3,0
1,0,0,4,17,23,1682,1623,169,1,0,17,831,5,0,3,0
3,0,0,8,61,91,1683,1624,169,3,0,61,831,3,0,3,0
3,0,0,12,89,125,1684,1625,169,3,0,89,288,15,0,5,1
3,0,0,0,50,77,1685,1626,169,3,0,50,288,5,0,2,0
6,0,0,0,66,99,1686,1627,169,6,0,66,288,10,0,5,0
3,0,0,6,36,61,1687,1628,169,3,0,36,831,4,0,3,0
14,0,0,0,111,140,1688,1629,169,14,0,111,791,8,0,3,0
236,0,4,30,1392,1602,1689,1630,169,236,0,1392,2899,33,4,7,1
11,0,0,6,180,225,1690,1631,169,11,0,180,791,12,0,5,1
27,0,0,7,248,303,1691,1632,169,27,0,248,791,13,0,5,1
1,0,0,2,4,22,1693,1633,169,1,0,4,831,3,0,3,0
1,0,0,7,35,60,1694,1634,169,1,0,35,831,3,0,3,0
4,0,0,0,47,60,1695,1635,169,4,0,47,288,8,0,5,1
1,0,2,1,9,53,1696,1636,169,1,0,9,831,3,0,3,0
120,0,0,3,629,747,1697,1637,169,120,0,629,831,5,0,3,1
1,0,0,8,54,84,1698,1638,169,1,0,54,288,11,0,5,0
4,0,0,0,62,94,1699,1639,169,4,0,62,288,9,0,5,1
6,0,0,0,47,56,1700,1640,169,6,0,47,831,3,0,3,0
17,0,0,10,190,240,1701,1641,169,17,0,190,791,17,0,5,0
10,0,0,11,144,185,1702,1642,169,10,0,144,791,12,0,5,1
1,0,0,10,53,85,1703,1643,169,1,0,53,288,11,0,3,1
7,0,0,0,116,156,1704,1644,169,7,0,116,288,12,0,5,0
1,0,0,0,1,30,1692,1645,169,1,0,1,831,4,0,3,0
5,0,0,0,24,50,1718,1646,172,5,0,24,288,9,0,5,0
7,0,0,2,48,71,1719,1647,172,7,0,48,2899,13,2,5,0
4,0,0,13,70,103,1720,1648,172,4,0,70,831,3,0,3,0
3,0,0,1,25,47,1721,1649,172,3,0,25,288,9,0,5,0
1,0,0,7,12,38,1722,1650,172,1,0,12,831,3,0,3,0
1,0,0,2,6,27,1723,1651,172,1,0,6,288,9,0,5,0
6,0,0,2,24,31,1724,1652,172,6,0,24,831,4,0,3,0
15,0,0,12,98,134,1726,1653,172,15,0,98,831,3,0,3,0
2,0,0,2,15,36,1727,1654,172,2,0,15,288,9,0,5,0
1,0,0,0,1,21,1725,1655,172,1,0,1,831,4,0,3,0
1,0,0,0,1,21,1668,1656,166,1,0,1,831,3,0,3,0
2,0,1,1,12,37,1729,1657,174,2,0,12,831,6,0,4,0
3,0,0,2,18,43,1731,1658,174,3,0,18,831,14,0,6,0
6,0,0,4,33,57,1732,1659,174,6,0,33,831,11,0,5,0
1,0,0,0,1,21,1730,1660,174,1,0,1,831,3,0,3,0
2,0,0,16,60,95,1733,1661,175,2,0,60,831,24,2,6,0
1,0,0,3,8,30,1734,1662,175,1,0,8,1733,16,0,3,0
15,0,12,9,161,292,1736,1663,175,15,0,161,288,15,1,5,1
1,0,0,2,9,30,1737,1664,175,1,0,9,288,9,0,6,0
32,0,0,0,162,215,1738,1665,175,32,0,162,288,42,3,12,0
1,0,1,1,6,34,1739,1666,175,1,0,6,2899,14,0,7,0
10,0,0,10,88,117,1740,1667,175,10,0,88,288,33,1,9,0
76,0,1,100,702,855,1741,1668,175,76,0,702,288,129,11,16,1
1,0,0,1,7,27,1742,1669,175,1,0,7,288,8,0,6,0
1,0,0,5,15,38,1743,1670,175,1,0,15,2899,1,1,1,0
39,0,0,11,273,320,1744,1671,175,39,0,273,288,56,1,14,0
26,0,0,6,124,165,1751,1672,177,26,0,124,288,16,2,9,0
1,0,0,4,41,67,1752,1673,177,1,0,41,288,18,0,8,1
1,0,0,1,8,26,1753,1674,177,1,0,8,288,7,0,7,0
7,0,0,0,67,98,1754,1675,177,7,0,67,288,12,2,9,0
1,0,0,10,14,43,1755,1676,177,1,0,14,288,22,4,8,1
15,0,0,16,126,167,1756,1677,177,15,0,126,288,40,7,10,1
8,0,0,8,63,91,1757,1678,177,8,0,63,288,35,4,9,1
1,0,0,9,14,42,1758,1679,177,1,0,14,288,21,4,8,1
14,0,0,7,93,125,1759,1680,177,14,0,93,288,23,0,9,1
8,0,0,5,49,73,1760,1681,177,8,0,49,288,14,3,8,0
2,0,0,3,14,34,1763,1682,177,2,0,14,288,10,0,7,0
32,0,0,12,233,285,1764,1683,177,32,0,233,288,39,3,9,1
1,0,0,4,13,34,1765,1684,177,1,0,13,2899,4,1,4,1
1,0,0,4,7,29,1766,1685,177,1,0,7,575,2,0,2,0
7,0,0,12,70,104,1767,1686,177,7,0,70,288,12,0,8,0
1,0,0,5,8,31,1762,1687,177,1,0,8,1733,19,0,5,1
42,0,0,5,215,266,1768,1688,177,42,0,215,15,34,4,11,1
4,0,0,5,36,62,1769,1689,177,4,0,36,288,19,0,9,0
19,0,0,10,112,145,1770,1690,177,19,0,112,15,39,5,9,1
42,0,0,0,252,289,1771,1691,177,42,0,252,288,23,1,9,0
22,0,0,10,117,146,1772,1692,177,22,0,117,288,26,4,8,1
1,0,0,0,1,21,1761,1693,177,1,0,1,288,4,0,4,0
1,0,0,0,1,21,1735,1694,175,1,0,1,2899,1,0,1,0
3,0,0,5,48,75,1783,1695,180,3,0,48,288,34,0,9,0
6,0,0,10,81,114,1784,1696,180,6,0,81,288,65,0,10,0
2,0,0,5,20,43,1785,1697,180,2,0,20,288,9,1,6,0
3,0,0,5,42,69,1786,1698,180,3,0,42,288,28,0,8,0
2,0,0,10,47,77,1787,1699,180,2,0,47,288,58,0,10,0
3,0,0,5,42,69,1788,1700,180,3,0,42,288,21,0,9,0
5,0,0,10,81,113,1789,1701,180,5,0,81,288,49,0,10,0
3,0,0,6,46,74,1790,1702,180,3,0,46,288,42,0,9,0
5,0,0,5,48,76,1791,1703,180,5,0,48,288,19,0,9,0
2,0,0,10,67,99,1792,1704,180,2,0,67,288,67,0,10,0
1,0,0,6,23,47,1793,1705,180,1,0,23,288,34,0,9,0
1,0,0,6,45,74,1794,1706,180,1,0,45,288,41,0,9,0
4,0,0,14,89,125,1795,1707,180,4,0,89,288,97,0,10,0
2,0,0,7,28,53,1797,1708,180,2,0,28,288,40,0,9,0
1,0,0,6,38,66,1798,1709,180,1,0,38,288,29,0,8,0
4,0,0,14,68,101,1799,1710,180,4,0,68,288,76,0,10,0
1,0,0,3,20,44,1800,1711,180,1,0,20,288,25,0,9,0
125,0,8,43,631,749,1801,1712,180,125,0,631,831,170,16,10,1
1,0,0,3,252,284,1802,1713,180,1,0,252,288,24,3,6,0
1,0,0,7,46,76,1803,1714,180,1,0,46,288,15,0,7,0
1,0,0,9,37,66,1804,1715,180,1,0,37,288,13,0,7,1
3,0,0,3,30,55,1805,1716,180,3,0,30,288,11,1,6,0
11,0,0,15,91,129,1806,1717,180,11,0,91,288,58,1,10,0
5,0,0,10,92,131,1807,1718,180,5,0,92,288,64,1,9,0
1,0,0,4,168,197,1808,1719,180,1,0,168,288,30,0,7,0
4,0,0,7,61,90,1809,1720,180,4,0,61,288,17,1,8,0
16,0,1,24,227,279,1810,1721,180,16,0,227,15,203,4,12,1
32,0,0,14,205,257,1811,1722,180,32,0,205,15,59,0,10,0
6,0,0,4,32,58,1812,1723,180,6,0,32,288,15,0,8,0
1,0,0,5,33,60,1813,1724,180,1,0,33,288,31,0,9,0
2,0,0,10,63,95,1814,1725,180,2,0,63,288,59,0,10,0
1,0,0,6,20,44,1815,1726,180,1,0,20,288,27,0,9,0
7,0,0,13,76,113,1816,1727,180,7,0,76,288,11,2,6,0
3,0,0,7,57,85,1826,1728,182,3,0,57,288,15,0,7,0
2,0,1,9,81,117,1827,1729,182,2,0,81,15,45,1,10,1
1,0,0,5,27,52,1828,1730,182,1,0,27,288,12,0,7,0
3,0,0,7,61,89,1829,1731,182,3,0,61,288,13,0,7,0
3,0,0,6,51,78,1830,1732,182,3,0,51,288,11,0,6,0
2,0,0,7,53,83,1831,1733,182,2,0,53,288,18,0,7,0
2,0,0,4,33,58,1832,1734,182,2,0,33,288,13,0,6,0
1,0,0,8,51,80,1833,1735,182,1,0,51,288,14,0,7,0
1,0,0,4,20,43,1835,1736,182,1,0,20,288,9,0,6,0
1,0,0,6,29,55,1836,1737,182,1,0,29,288,12,0,7,0
1,0,0,6,53,84,1837,1738,182,1,0,53,288,37,1,8,0
1,0,0,10,50,80,1838,1739,182,1,0,50,288,13,0,7,0
1,0,0,8,35,62,1839,1740,182,1,0,35,288,14,0,7,0
1,0,0,7,47,75,1840,1741,182,1,0,47,288,14,0,7,0
1,0,0,4,20,43,1841,1742,182,1,0,20,288,9,0,6,0
1,0,0,10,67,97,1842,1743,182,1,0,67,288,32,1,8,0
1,0,0,10,59,90,1843,1744,182,1,0,59,288,20,0,8,0
1,0,0,10,61,91,1844,1745,182,1,0,61,288,31,1,8,0
1,0,0,10,56,86,1845,1746,182,1,0,56,288,20,0,7,0
1,0,0,0,1,21,1834,1747,182,1,0,1,288,4,0,4,0
1,0,0,0,1,24,1796,1748,180,1,0,1,288,4,0,4,0
2,0,0,5,30,55,1847,1749,183,2,0,30,288,23,0,8,1
12,0,0,27,187,235,1848,1750,183,12,0,187,288,7,0,6,1
12,0,0,0,166,210,1849,1751,183,12,0,166,288,102,1,9,0
1,0,0,0,1,21,1846,1752,183,1,0,1,288,4,0,4,0
4,0,0,9,81,111,1851,1753,184,4,0,81,288,27,5,8,0
1,0,0,6,39,67,1852,1754,184,1,0,39,831,12,3,6,0
5,0,0,0,30,56,1855,1755,184,5,0,30,288,12,4,6,0
4,0,0,9,61,91,1853,1756,184,4,0,61,288,33,1,8,0
18,0,0,7,137,169,1854,1757,184,18,0,137,288,65,3,8,0
1,0,0,5,42,69,1856,1758,184,1,0,42,288,12,0,7,0
2,0,0,10,72,104,1857,1759,184,2,0,72,288,13,0,8,0
2,0,0,6,45,74,1858,1760,184,2,0,45,288,7,0,6,0
1,0,0,5,33,61,1859,1761,184,1,0,33,288,13,1,7,1
2,0,0,10,70,102,1860,1762,184,2,0,70,288,18,0,9,0
2,0,0,5,49,77,1861,1763,184,2,0,49,288,15,1,7,1
1,0,0,7,52,83,1862,1764,184,1,0,52,288,18,1,7,0
3,0,0,8,57,88,1863,1765,184,3,0,57,288,25,1,7,0
2,0,0,8,54,84,1864,1766,184,2,0,54,288,24,1,7,1
2,0,0,5,44,71,1865,1767,184,2,0,44,288,13,1,7,0
3,0,0,9,65,96,1866,1768,184,3,0,65,288,14,0,7,0
1,0,0,0,1,21,1850,1769,184,1,0,1,288,4,0,4,0
1,0,1,1,6,32,1867,1770,185,1,0,6,15,15,0,7,0
1,0,1,2,7,33,1869,1771,185,1,0,7,15,13,0,7,0
3,0,1,2,27,55,1870,1772,185,3,0,27,15,14,0,7,0
8,0,1,28,154,215,1871,1773,185,8,0,154,15,27,0,7,0
24,0,1,11,215,282,1872,1774,185,24,0,215,15,33,0,8,0
1,0,1,1,5,29,1873,1775,185,1,0,5,15,14,0,7,0
1,0,1,2,7,32,1874,1776,185,1,0,7,15,13,0,7,0
1,0,1,7,47,81,1876,1777,187,1,0,47,15,17,0,7,0
3,0,1,6,93,132,1877,1778,187,3,0,93,15,19,0,7,0
1,0,1,4,29,57,1878,1779,187,1,0,29,15,9,0,5,0
1,0,1,6,49,80,1879,1780,187,1,0,49,15,14,0,7,0
1,0,1,6,49,80,1880,1781,187,1,0,49,15,14,0,7,0
1,0,1,4,28,56,1881,1782,187,1,0,28,15,13,0,7,0
2,0,1,6,59,94,1882,1783,187,2,0,59,15,18,2,7,0
1,0,1,4,28,56,1883,1784,187,1,0,28,15,12,0,7,0
1,0,1,4,28,56,1884,1785,187,1,0,28,15,14,0,7,0
2,0,1,6,52,83,1885,1786,187,2,0,52,15,16,0,7,0
1,0,1,6,58,90,1886,1787,187,1,0,58,15,16,0,7,0
1,0,1,7,39,70,1887,1788,187,1,0,39,15,18,0,8,0
1,0,1,6,49,80,1888,1789,187,1,0,49,15,14,0,7,0
1,0,1,4,28,56,1889,1790,187,1,0,28,15,12,0,7,0
1,0,1,4,28,56,1890,1791,187,1,0,28,15,13,0,7,0
3,0,1,6,53,88,1892,1792,187,3,0,53,15,14,0,7,0
1,0,1,7,53,87,1893,1793,187,1,0,53,1733,12,0,7,0
3,0,1,6,48,80,1894,1794,187,3,0,48,1733,13,0,7,0
1,0,1,9,64,100,1895,1795,187,1,0,64,1733,13,0,7,0
3,0,1,3,165,198,1896,1796,187,3,0,165,1733,17,0,7,0
3,0,1,5,48,80,1897,1797,187,3,0,48,1733,12,0,7,0
1,0,0,0,1,21,1891,1798,187,1,0,1,1733,7,0,5,0
3,0,3,6,55,90,1898,1799,188,3,0,55,1733,13,0,7,0
1,0,1,15,89,132,1900,1800,188,1,0,89,1733,13,0,7,1
1,0,0,0,1,21,1899,1801,188,1,0,1,1733,7,0,5,0
1,0,1,5,28,56,1901,1802,189,1,0,28,1733,12,0,7,0
2,0,1,7,59,96,1903,1803,189,2,0,59,1733,8,0,5,0
1,0,1,2,85,115,1904,1804,189,1,0,85,1733,14,0,7,1
6,0,2,5,101,140,1905,1805,189,6,0,101,1733,18,0,7,1
7,0,2,9,106,154,1906,1806,189,7,0,106,1733,20,0,7,0
1,0,0,0,1,21,1902,1807,189,1,0,1,1733,7,0,5,0
1,0,0,0,1,22,1868,1808,185,1,0,1,1733,7,0,5,0
22,0,0,0,188,249,1907,1809,190,22,0,188,1733,8,0,5,0
22,0,1,18,233,288,1908,1810,190,22,0,233,1733,51,2,9,1
5,0,1,5,30,60,1909,1811,190,5,0,30,1733,16,0,7,0
14,0,0,0,111,162,1910,1812,190,14,0,111,15,8,1,5,0
1,0,1,5,27,59,1911,1813,190,1,0,27,15,14,0,7,0
5,0,0,0,65,104,1913,1814,190,5,0,65,15,5,0,5,1
2,0,1,3,15,42,1914,1815,190,2,0,15,15,11,0,7,0
3,0,1,3,21,49,1915,1816,190,3,0,21,15,12,0,7,0
12,0,3,17,135,191,1916,1817,190,12,0,135,15,23,0,7,1
1,0,1,24,33,81,1917,1818,190,1,0,33,15,21,0,7,0
1,0,0,0,12,39,1918,1819,190,1,0,12,15,5,0,5,0
36,0,1,10,334,412,1919,1820,190,36,0,334,15,13,1,5,1
14,0,1,6,101,138,1920,1821,190,14,0,101,15,6,0,5,0
1,0,0,0,90,133,1921,1822,190,1,0,90,15,14,0,7,0
1,0,0,0,1,21,1912,1823,190,1,0,1,15,6,0,5,0
8,0,1,10,76,113,1922,1824,191,8,0,76,831,11,0,6,0
1,0,4,0,7,50,1923,1825,191,1,0,7,2899,2,0,1,0
1,0,4,0,8,49,1924,1826,191,1,0,8,2899,2,0,1,0
1,0,4,0,11,54,1925,1827,191,1,0,11,2899,2,0,1,0
1,0,1,0,7,31,1927,1828,191,1,0,7,831,12,0,6,0
1,0,7,0,15,81,1928,1829,191,1,0,15,753,8,0,3,0
2,0,1,9,53,91,1929,1830,191,2,0,53,1733,12,0,6,0
1,0,0,0,1,21,1926,1831,191,1,0,1,2899,1,0,1,0
14,0,0,2,67,92,1930,1832,192,14,0,67,831,14,0,7,0
6,0,0,17,89,126,1931,1833,192,6,0,89,831,10,0,8,0
7,0,0,2,28,52,1932,1834,192,7,0,28,831,11,0,8,1
7,0,0,2,28,51,1933,1835,192,7,0,28,831,9,0,6,1
9,0,0,5,46,70,1934,1836,192,9,0,46,831,8,0,7,0
17,0,0,10,76,106,1935,1837,192,17,0,76,831,9,0,7,0
7,0,0,2,28,51,1936,1838,192,7,0,28,831,13,0,8,1
1,0,0,8,40,67,1937,1839,192,1,0,40,831,8,0,7,0
5,0,0,2,22,45,1938,1840,192,5,0,22,831,12,0,8,0
14,0,1,5,72,111,1939,1841,192,14,0,72,831,16,0,9,1
9,0,0,2,34,56,1940,1842,192,9,0,34,831,12,0,8,1
7,0,0,2,28,51,1941,1843,192,7,0,28,831,13,0,8,1
12,0,0,2,43,65,1942,1844,192,12,0,43,831,12,0,8,1
5,0,1,1,22,47,1943,1845,192,5,0,22,831,3,0,3,0
1,0,0,2,6,25,1944,1846,192,1,0,6,831,8,0,7,0
9,0,0,2,34,57,1946,1847,192,9,0,34,831,12,0,8,1
12,0,0,2,44,66,1947,1848,192,12,0,44,15,5,0,5,1
8,0,0,2,31,55,1948,1849,192,8,0,31,831,13,0,8,1
1,0,0,2,6,26,1949,1850,192,1,0,6,831,8,0,7,0
7,0,0,2,28,50,1950,1851,192,7,0,28,831,12,0,8,1
1,0,0,4,15,37,1951,1852,192,1,0,15,831,8,0,7,0
1,0,0,0,1,21,1945,1853,192,1,0,1,831,4,0,4,0
13,0,0,10,88,126,1952,1854,193,13,0,88,15,48,2,11,0
1,0,0,5,26,52,1953,1855,193,1,0,26,2899,3,0,1,0
10,0,0,5,40,68,1954,1856,193,10,0,40,288,9,0,5,0
1,0,5,0,7,59,1955,1857,193,1,0,7,288,16,0,7,0
1,0,1,0,3,29,1956,1858,193,1,0,3,791,10,0,6,0
1,0,0,2,4,23,1957,1859,193,1,0,4,2053,11,0,5,0
1,0,2,0,4,34,1958,1860,193,1,0,4,288,8,0,6,0
1,0,0,2,4,24,1959,1861,193,1,0,4,288,9,0,7,0
1,0,1,0,5,30,1960,1862,193,1,0,5,288,8,0,6,0
10,0,0,10,64,100,1961,1863,193,10,0,64,288,12,0,6,0
1,0,0,2,4,23,1962,1864,193,1,0,4,288,7,0,5,0
1,0,0,2,4,23,1963,1865,193,1,0,4,288,13,0,6,0
1,0,1,4,9,38,1964,1866,193,1,0,9,791,8,0,5,1
1,0,0,14,17,49,1965,1867,193,1,0,17,288,27,0,8,1
1,0,0,1,4,23,1966,1868,193,1,0,4,288,8,0,6,0
1,0,1,15,33,76,1967,1869,193,1,0,33,288,67,0,10,0
1,0,1,1,5,29,1968,1870,193,1,0,5,288,6,2,3,0
1,0,0,2,4,24,1969,1871,193,1,0,4,288,11,0,5,0
1,0,1,1,5,31,1970,1872,193,1,0,5,791,7,0,3,0
3,0,5,16,97,175,1971,1873,193,3,0,97,288,47,0,8,0
1,0,4,0,7,51,1972,1874,193,1,0,7,288,24,0,8,0
1,0,0,3,13,35,1973,1875,193,1,0,13,288,11,0,6,0
1,0,4,0,6,44,1974,1876,193,1,0,6,2053,14,0,7,0
1,0,2,1,11,43,1975,1877,193,1,0,11,288,8,0,5,0
1,0,0,6,8,31,1976,1878,193,1,0,8,288,26,0,8,0
1,0,0,2,5,25,1977,1879,193,1,0,5,753,3,0,3,0
1,0,0,25,41,84,1978,1880,193,1,0,41,288,68,0,9,0
1,0,1,0,3,24,1979,1881,193,1,0,3,288,6,0,3,0
1,0,0,3,5,25,1980,1882,193,1,0,5,831,5,0,3,0
1,0,0,3,6,28,1981,1883,193,1,0,6,288,9,0,6,0
17,0,4,33,224,307,1982,1884,193,17,0,224,288,103,0,11,1
3,0,0,9,38,68,1983,1885,193,3,0,38,288,23,0,7,0
1,0,2,0,5,36,1984,1886,193,1,0,5,2899,6,0,4,0
1,0,14,5,27,119,1985,1887,193,1,0,27,1147,78,0,10,0
1,0,1,1,4,30,1987,1888,193,1,0,4,2899,5,0,3,0
1,0,0,5,27,53,1988,1889,193,1,0,27,288,8,0,6,0
1,0,0,5,25,50,1989,1890,193,1,0,25,288,8,0,6,0
1,0,2,0,4,33,1990,1891,193,1,0,4,288,10,0,7,0
1,0,1,8,14,47,1991,1892,193,1,0,14,791,27,1,8,0
1,0,1,0,3,27,1992,1893,193,1,0,3,2053,7,0,3,0
1,0,1,2,6,33,1993,1894,193,1,0,6,791,19,0,6,0
1,0,1,1,5,29,1994,1895,193,1,0,5,791,9,0,7,0
1,0,0,3,5,25,1995,1896,193,1,0,5,753,7,0,5,0
1,0,0,2,4,23,1996,1897,193,1,0,4,288,7,0,6,0
7,0,1,10,54,92,1997,1898,193,7,0,54,288,12,0,7,0
1,0,0,1,3,22,1998,1899,193,1,0,3,288,8,0,6,0
1,0,1,1,4,32,1999,1900,193,1,0,4,288,8,0,6,0
1,0,1,1,4,26,2000,1901,193,1,0,4,288,6,2,3,0
1,0,1,2,7,31,2001,1902,193,1,0,7,791,23,2,7,0
1,0,1,0,3,32,2002,1903,193,1,0,3,288,7,0,4,0
1,0,0,3,5,26,2003,1904,193,1,0,5,288,8,0,5,0
1,0,0,3,5,26,2004,1905,193,1,0,5,575,3,0,3,0
1,0,0,5,7,29,2005,1906,193,1,0,7,288,10,0,5,0
1,0,1,0,11,37,2010,1907,195,1,0,11,288,7,0,4,0
1,0,1,0,13,35,2012,1908,195,1,0,13,288,5,0,3,0
1,0,0,0,1,21,2011,1909,195,1,0,1,288,4,0,3,0
1,0,0,4,11,32,2014,1910,196,1,0,11,288,17,0,7,0
1,0,0,2,8,28,2013,1911,196,1,0,8,575,5,0,4,0
1,0,0,2,7,27,2015,1912,196,1,0,7,288,12,0,6,0
1,0,0,2,9,29,2017,1913,196,1,0,9,288,11,0,6,0
1,0,0,3,9,30,2018,1914,196,1,0,9,288,7,0,5,0
1,0,0,1,3,22,2019,1915,196,1,0,3,575,5,0,4,0
1,0,0,5,15,38,2020,1916,196,1,0,15,288,11,0,7,0
1,0,0,5,15,38,2021,1917,196,1,0,15,288,9,0,6,0
1,0,0,3,9,30,2022,1918,196,1,0,9,288,9,0,6,0
1,0,0,3,11,32,2023,1919,196,1,0,11,2899,12,0,5,0
1,0,0,4,18,42,2024,1920,196,1,0,18,1733,11,0,6,0
1,0,0,0,1,21,2016,1921,196,1,0,1,288,4,0,3,0
12,0,0,6,119,159,2025,1922,197,12,0,119,288,13,0,4,0
1,0,0,3,24,49,2026,1923,197,1,0,24,575,13,0,4,0
14,0,0,0,142,181,2027,1924,197,14,0,142,1147,77,0,10,0
1,0,0,0,21,50,2028,1925,197,1,0,21,2053,21,0,5,0
53,0,0,0,378,498,2029,1926,197,53,0,378,2053,90,2,9,1
2,0,1,3,27,53,2030,1927,197,2,0,27,288,20,0,6,0
57,0,0,0,326,419,2031,1928,197,57,0,326,2053,14,0,4,1
1,0,0,2,4,23,2032,1929,197,1,0,4,831,5,0,4,0
42,0,1,8,367,515,2033,1930,197,42,0,367,15,35,1,9,1
103,0,0,0,664,817,2034,1931,197,103,0,664,1147,103,4,8,1
2,0,1,2,20,46,2035,1932,197,2,0,20,288,15,0,6,0
2,0,1,2,24,51,2036,1933,197,2,0,24,288,15,0,6,0
1,0,0,10,49,79,2037,1934,197,1,0,49,288,13,0,7,0
2,0,0,9,49,79,2038,1935,197,2,0,49,288,8,0,4,0
105,0,0,59,811,950,2039,1936,197,105,0,811,288,146,5,11,1
32,0,0,17,416,506,2040,1937,197,32,0,416,288,136,4,12,1
1,0,2,4,12,46,2041,1938,197,1,0,12,1147,18,0,6,0
1,0,1,2,34,48,2042,1939,197,1,0,34,288,3,0,3,1
21,0,3,39,308,393,2043,1940,197,21,0,308,2899,150,0,9,1
3,0,1,8,62,110,2044,1941,197,3,0,62,288,7,0,4,0
14,0,1,16,163,209,2045,1942,197,14,0,163,288,86,0,11,0
6,0,0,8,63,91,2046,1943,197,6,0,63,288,9,0,5,0
1,0,0,10,47,79,2047,1944,197,1,0,47,288,8,0,5,0
1,0,0,12,68,100,2048,1945,197,1,0,68,288,6,0,4,0
1,0,0,10,49,80,2049,1946,197,1,0,49,288,7,0,4,0
63,0,0,23,467,566,2050,1947,197,63,0,467,15,121,10,11,1
1,0,3,5,35,85,2051,1948,197,1,0,35,288,53,0,10,0
6,0,0,5,88,128,2052,1949,197,6,0,88,288,73,0,9,1
9,0,0,11,78,111,2053,1950,197,9,0,78,288,12,2,6,0
31,0,0,0,213,258,2054,1951,197,31,0,213,15,141,0,12,0
9,0,0,3,50,73,2055,1952,197,9,0,50,288,17,0,7,0
6,0,0,4,45,70,2056,1953,197,6,0,45,288,22,0,7,0
1,0,0,4,39,50,2057,1954,197,1,0,39,288,3,0,3,1
60,0,0,0,361,428,2058,1955,197,60,0,361,1147,84,2,9,0
1,0,0,0,1,21,1986,1956,193,1,0,1,2899,1,0,1,0
1,0,0,3,5,25,2089,1957,203,1,0,5,753,3,0,2,0
1,0,1,4,8,37,2091,1958,203,1,0,8,753,4,0,2,0
1,0,0,0,1,21,2090,1959,203,1,0,1,791,2,0,2,0
